val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.023572602776144955,32948199.69151671,0.06001834783690461,78556542.12637289
0.013476807652831385,23908473.74293059,0.019597825119303445,24166447.15905085
0.010356555582720854,17057229.897172235,0.013739333518102007,18886948.769491527
0.010645344681022713,18557858.683804628,0.011541815058659699,16433710.68257627
0.01065866331447749,14717895.598971723,0.010916447361015668,15399918.275525425
0.011782288441199877,15573420.426735219,0.010201403409368912,13779782.751457628
0.011247794222862371,14630663.269922879,0.009958817185739339,12841566.347525423
0.010870709972202318,11478249.089974293,0.009992180218130855,12393804.007864406
0.011308145965509366,11221248.719794344,0.009870032864606986,12349466.232677966
0.01137212170934386,8476080.881748073,0.009618053181381044,11387695.439457627
0.010767139781716551,8951243.529562982,0.009643666274466757,10905357.088
0.010812106784097946,12997820.367609255,0.009293675054685544,10277869.029898304
0.011518856419542456,13695759.32647815,0.009168258024726884,10698012.411661018
0.0113336857537569,13386710.0,0.009102893000942166,10525181.100949153
0.011106607571225087,7484780.514138818,0.009062934626714658,10253411.045559322
0.010416857110561473,8710912.858611826,0.009036775088221845,10014395.90318644
0.009944913815467554,9749946.092544988,0.00884821054364665,9268220.436067797
0.011305461898637615,8147414.215938304,0.008700626468885753,10400399.83281356
0.009478486641034829,7820853.413881748,0.008804164641615698,9721472.38698305
0.009456972962671503,11588800.264781492,0.008600277201982878,9658482.656949153
0.009991665330061876,14440053.300771208,0.008472241057935408,9747158.334508475
0.009245436509309821,10600902.712082263,0.008480570398397365,9546073.437288135
0.009511517267434794,8636129.40874036,0.00840733591814415,10139017.121898305
0.009776138956718396,11087225.485861182,0.008298430642523502,9151906.6420339
0.008619489579205341,9116794.475578407,0.008404203234335123,10151552.241355931
0.00880189128890442,11994572.344473008,0.008234309709236278,9285716.651118644
0.01044676544331493,8677590.18251928,0.008178007278401973,9391927.72081356
0.008857866876057151,14494590.84318766,0.00795709402366715,8976541.808271186
0.008648152515809302,11482195.925449872,0.008103047479386047,9232122.378033899
0.008646517934560163,10504002.555269923,0.008245264146666405,9369586.007457627
0.009415274337508684,8697911.712082263,0.00813203503311438,8792743.018101694
0.008377728190100669,10290365.881748073,0.00780695220790172,8960618.430915255
0.008456574353104538,8986880.12596401,0.007981395969262062,9429296.243932204
0.009041638329031381,9894691.892030848,0.008081246426423728,9066585.125898305
0.00864412653999724,9251523.706940874,0.008051876949430522,8926598.947118644
0.00876808409030839,12106229.485861182,0.007902373878758842,9180920.954711864
0.008473372053364556,8571883.323907455,0.007737804672412448,8885825.171661017
0.008671919202341059,9515833.696658097,0.007913446486185667,9396656.663457626
0.008550764940161939,9410419.940874036,0.007852307321535329,8269518.807728814
0.00886801755232952,12969479.20051414,0.007794936034702144,8663486.911322033
0.009055732411828016,8572023.614395887,0.00783019336780249,8755221.58861017
0.008885677110231398,8679576.568123393,0.007880356529190884,9287387.603525424
0.009181558846431404,7824600.807197943,0.007822126705452043,9116930.922305085
0.00881504584439003,8802959.583547559,0.008073140930005555,8330780.2814915255
0.009124183512572917,13317337.262210798,0.0077435897009099945,8805405.422440678
0.009132874361059813,10296505.596401028,0.007832581223825278,8308923.705152542
0.008823213242904157,10692158.08226221,0.007647290710675514,9140552.78698305
0.008931545137276916,10477428.832904885,0.007649826809763908,8644132.908610169
0.00874444175090229,6360892.059125964,0.007874997478988717,8145630.824
0.00868770176817718,9136769.598971723,0.007544666282958904,8730262.855932204
0.01035138673046101,11913635.444730077,0.007712132750868292,8268904.6511186445
0.00849358598967406,5635081.299485861,0.007649691248975568,8888828.047728814
0.009667497396392503,15327946.904884318,0.0077320247146032625,8601987.810508475
0.009032454821676169,13740889.575835476,0.007560837152777082,8974027.761830509
0.009506230362257645,11438377.78663239,0.007643849962217323,8939181.39118644
0.008994390667298843,12852267.984575836,0.007804420756207684,8911862.29179661
0.00867682921276416,9593650.920308484,0.007656623731098943,9191551.50461017
0.008743444853881255,8210355.087403599,0.007671891471465765,8975275.861152543
0.010002627003947537,14294002.678663239,0.007744746581730196,8215289.223050848
0.009091703638980275,10423669.102827763,0.007728662311273106,8897830.79159322
0.008874040858336464,7162182.753213367,0.0075673351804331195,8925885.972881356
0.009023784725641913,12389849.133676093,0.007865470992937936,7831914.713355932
0.00978211715941947,8827925.555269923,0.007439390771343546,8675048.340067796
0.009035765826654236,11692357.974293059,0.007679503489853972,8179260.645288136
0.00857061078858138,7431455.786632391,0.007419137956479849,8830923.19783051
0.009210254935964291,9887490.9125964,0.007762301046716965,8664676.12379661
0.00866375318046056,6952110.732647815,0.007535894265871937,8198393.843322034
0.008901991105727028,10397256.434447302,0.007512174297629272,8346831.366440678
0.008624732962409681,6157765.938303342,0.007549784001657518,8683534.126372881
0.008876336530176564,10184071.23907455,0.007641074809987667,8298963.946644068
0.010838027653262824,12102736.974293059,0.007594951692021499,8622815.228474576
0.009518927682650809,12167738.285347044,0.00767695721655579,8598148.664677966
0.009270011016423874,9848628.159383034,0.007602932512760162,8616093.339525424
0.008830303978653755,7609095.989717224,0.007388224063283306,8441372.821966102
0.009303457522645095,8294246.807197943,0.007876586436783357,8271236.4488135595
0.008585044611389042,8676133.336760925,0.007459317595776865,8471029.018983051
0.008962573970794908,9501420.416452441,0.00743385074035091,8671769.416745763
0.008600887378012153,9639583.933161953,0.0075681868156386636,8050537.616271187
0.008640596236085525,9688375.385604113,0.0074714752543023075,8604452.720949152
0.008961884273757206,7215473.344473008,0.007432534504555544,9014825.186440678
0.009275941404449373,7859635.42159383,0.007468394262747744,8098836.057491525
0.009192470974674339,7718670.467866324,0.007650363649920387,8492929.242169492
0.00884556121990123,10526517.141388174,0.007435966799824925,7962486.562440678
0.009431486058702506,9117704.537275065,0.007426431311262866,8522533.509966101
0.009326118894476817,7831814.544987147,0.007524065278723078,8553975.841355933
0.00872880637952172,5963667.057840617,0.0075953019378801525,8293041.9431864405
0.011459868635915239,7875099.856041132,0.0073769626007494276,8280390.419457627
0.008932621434934266,5997875.592544987,0.007509282535415585,8273008.582033899
0.008883598462886782,8472529.231362468,0.007414632693311926,8157930.828203389
0.008575761435759327,8424181.205655526,0.007458095399505001,8186143.334644068
0.00862711751091373,9152431.21336761,0.007321681850037332,8556068.345355932
0.0090396741266269,6580434.922879177,0.007673734022777969,8139726.789423728
0.008885371686703978,7024348.017994858,0.007311452414966741,8073739.82101695
0.00840247679947083,5460459.8868894605,0.007397845607061507,8176899.02440678
0.009523066010919895,11604184.74807198,0.007349642535261178,7815800.82698305
0.008775750714998242,8356650.334190232,0.00750261418609801,8844354.967593221
0.008739253139760162,9021408.025706941,0.00741047244721045,8191675.69261017
0.008924113076592013,10747131.892030848,0.0074480137351458356,8285196.81261017
0.008970186497374489,9045460.395886889,0.007398194688735372,8280863.057762712
0.008756017924111653,10634568.614395887,0.007492423318642176,8196570.5131525425
0.008863096264284344,9857941.879177378,0.007389027718391459,8565655.232271187
0.008865179942925593,9308676.853470437,0.007696273804405483,7908568.103457627
0.009064214435767545,8364250.0899742935,0.007174621188034446,8432850.994372882
0.008515854657012347,8235537.416452442,0.007376329778993534,7968660.719457627
0.008157416493428398,5898028.101542416,0.007267459879076834,8480769.658847457
0.008849137709272552,8543142.133676093,0.007360795115262775,8207581.108610169
0.008623422769911031,7933420.259640103,0.007270766131264174,8076937.045288135
0.008624004518522242,9036190.50385604,0.007351616111662933,8493386.55457627
0.009007556973250253,10090098.979434447,0.0072332035597350635,8093161.603932204
0.008268441078384769,7181126.071979434,0.007217256450552051,8127669.782576271
0.008667651440584338,6503286.719794344,0.007325391879526235,8287759.122711864
0.008645203857560544,7248838.611825192,0.007601570001471851,7678542.849627119
0.009015440614056082,10974292.095115682,0.007207242620445914,7559481.472745763
