val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.08903290693714319,71140087.21311475,0.09772574023130895,138315084.2945423
0.07027395670124091,62616901.35519125,0.07494748744133611,95901717.31331216
0.06768878467910276,49132212.41530055,0.06598813183134497,82360434.91077101
0.0576624905721086,38968892.07650273,0.06047357805772493,74904628.47242275
0.08111789757436742,140797943.69398907,0.05669219805658673,66848373.75974589
0.12592563301813406,4677443.243169399,0.053611511421055594,66638378.14149582
0.043145981785215316,42121077.07103825,0.0519022826097826,57710315.69621715
0.0417898804600773,37211808.96174864,0.046528719220102835,53639812.705746464
0.0449575822332192,71475781.42076503,0.046422988993908815,54216956.0271441
0.05068020217242788,17995627.715846993,0.045546042561582706,53542363.16026567
0.04063887702799886,34269259.13661202,0.044852630695940754,51338882.0952931
0.04996140506831023,17515043.857923497,0.04359958537402712,48430318.66936182
0.06711429357528687,7660190.7322404375,0.04427864305178038,50250442.55269997
0.05380559134515908,14746379.961748634,0.04441777884813874,49577536.52209067
0.04621721732893277,65686890.163934425,0.044013095994345754,48831223.2421311
0.06293092572379633,120625256.6557377,0.04343983445799561,49744222.06150737
0.03865083298885106,38980060.295081966,0.04377656910593218,51929843.380306095
0.040634721008643425,57778058.53551912,0.04297692324818816,46164734.803349696
0.03783384741085474,28313978.99453552,0.04214690702475463,47371218.66820676
0.04836873142201392,91621978.1420765,0.042905034423692014,46915939.06032278
0.04465559639973067,78449607.97814208,0.042484913271973665,48647156.90932717
0.05677965896132865,103774241.87978142,0.042404180929955466,46931374.52728848
0.03883733730661413,34782562.1420765,0.04234805377428841,46943084.56482819
0.04396788661922913,17135411.05191257,0.0418727125250015,44957675.13860814
0.039843552893465334,27547872.721311476,0.042090490931570274,43860878.57002599
0.04103207724586211,55305686.99453552,0.041776470744236335,44577413.09644817
0.04102417759475161,24518469.93989071,0.04170257364618375,44517796.13514294
0.04050675466086695,30182803.80327869,0.04174423305984181,43853746.90153047
0.0460901803087667,85141338.53551912,0.04205044344930318,44848083.78688998
0.03672397433897185,32163592.174863387,0.04157615253831433,46205709.865723364
0.0363530717952981,42893752.021857925,0.041281341748011444,44111096.229136586
0.036910671537202566,37544180.67759563,0.04127586527867122,44455832.511117525
0.04113819301535523,64917568.80874317,0.04134412607059223,43357024.34305515
0.038875008643162054,25721064.45355191,0.041164846491114855,45137868.659543745
0.03789531938283821,21489150.0,0.04113983109092096,42352099.53219752
0.03971668204567472,65323767.54098361,0.0414851544144661,42346626.07565694
0.05053003256519636,13722802.587431693,0.04092565917044474,43662352.757724516
0.03588541273455151,28689071.158469945,0.04061756018520159,39743369.70603523
0.043198444641353,16512897.972677596,0.04056687965029552,41593337.356049664
0.0376529948470371,32257972.95081967,0.04039429606283,40299824.38348253
0.034242278158338996,34247393.89071038,0.04067990889193487,39461682.20617961
0.037025202554268916,36178744.7431694,0.04046026456465344,40650040.24025411
0.03725108587758137,54775189.90163934,0.04059971649540734,41918787.86918856
0.03515535242896262,26731225.043715846,0.040408610524149804,41437829.50505342
0.03498484668591635,28993046.295081966,0.04041522232868872,40092855.190874964
0.03732777647470516,29356253.081967212,0.04016410749768147,39991809.718163446
0.03379212948875349,26440421.846994534,0.040022137801832815,39193944.635864854
0.0342811954721727,30862291.74863388,0.03967326137072125,38461542.774761766
0.037511714372804254,19347500.486338798,0.03964757958898784,39760791.97689864
0.03447732492222812,29708601.967213117,0.03992148878433643,39058846.73577823
0.03605276920267793,46972596.568306014,0.03997319924919171,40089613.14120705
0.03356071952425065,28474566.021857925,0.03976650337801309,39762417.386081435
0.03347595353595546,31105132.415300548,0.039364006483258794,39575916.92058908
0.03462523771602599,22246932.31147541,0.039136541560356786,37320855.809413806
0.036233473121305634,63309592.63387978,0.039173059800164806,37196624.17181634
0.0375121938970571,17832376.907103825,0.03899600064659498,38516190.21888536
0.03872093267209543,19766321.56830601,0.03975503509845386,37400714.013860814
0.03419332916700775,44663030.68852459,0.03887582519216721,35761024.78032053
0.03389252903438657,35228016.7431694,0.039116848516190565,38433346.45249783
0.03302558287571037,27639362.218579236,0.038365150110674,37275239.444123596
0.034951068766292975,45212262.44808743,0.038802551948999245,36430966.86196939
0.03361099809815323,31710720.240437157,0.038423643915578266,36924682.53624026
0.03784582381202875,24096239.704918034,0.03840796737881916,35318418.723650016
0.03685762788184353,41961671.18032787,0.03874288516997465,37090450.38008952
0.032297937494646656,28359886.557377048,0.03833068568940422,37752850.06179613
0.03353720463690211,22351009.967213117,0.038370567433500556,35501848.54172683
0.035157031557761904,21512816.327868853,0.0383588660534212,35161111.09211666
0.033346216738875445,27157508.63387978,0.03843414892692365,34421849.627635
0.03723342376735692,18604203.404371586,0.03864276393658503,36210610.20155934
0.034349134222405854,42775080.021857925,0.03823944836114825,34424717.100815766
0.03735085145209005,63103080.85245901,0.037700394953249027,36317347.45711811
0.03447167571287989,32976172.109289616,0.03776124773163552,38110037.03100635
0.03622974827885628,21537808.786885247,0.03748615094576996,35625852.180190586
0.03286400077040078,29976887.256830603,0.037527836687645574,34518297.40225238
0.03497312252557343,20540820.655737706,0.037438648496572934,34850239.540282995
0.03343570639526909,30519751.13661202,0.03717980250111643,34054330.523245744
0.03519711431746926,22029770.409836065,0.03754165416640971,34825031.46404851
0.03527854226244603,22707757.469945356,0.03750642717590299,34761834.37828472
0.03362690545414966,22893221.989071038,0.03728821179704483,33495339.321975168
0.03342478669406286,27885226.655737706,0.03727595716146868,34294305.24978343
0.03518588277078717,43885009.59562842,0.03728383400004412,34761905.09890269
0.0350432865158782,24247308.836065575,0.037145690493868705,35172032.97603234
0.034154687830007795,19193839.109289616,0.03722085409972267,35915398.35864857
0.03658847614634232,23234623.338797815,0.03663537995967774,32738898.885359515
0.03235499438692312,36132894.71038251,0.0367085693999501,33983281.25209356
0.03246055238071035,33679887.44262295,0.03658276379921689,35237638.50072192
0.03652897116835,47161960.612021856,0.03689958284889519,35253886.47105111
0.03301088646298549,30659739.726775955,0.036758862908067916,35771807.60193474
0.032558016947221234,27847722.579234973,0.03643510714006577,34075277.21989604
0.034465784420732594,24867455.081967212,0.03642032433160288,34180334.94715565
0.03352569155598599,26824540.306010928,0.03602825959315004,33393799.007507943
0.032754662339804605,26200339.333333332,0.03607534301885972,33719099.17412648
0.0316889472916478,26839414.666666668,0.03584846251095835,32917152.978342477
0.03627577515654876,25545703.726775955,0.03585438785088603,33612085.3872365
0.03530233831760662,51321989.04918033,0.03577472710588782,33260266.52902108
0.03174831683599884,31357138.06557377,0.03598047664468081,34355520.14842622
0.034574876310395415,20926318.857923497,0.03543413619244853,33252298.053710654
0.0316936245055798,31196555.103825137,0.03532391150489798,31948767.98086919
0.033369368827733836,21460131.092896175,0.035284174098454385,33625124.16632977
0.03548197983636882,22372687.808743168,0.035302465451854934,32618667.21318221
0.03216926743342577,24436363.967213117,0.034898674045615447,33097366.780825872
0.03203404989968883,24549716.224043716,0.03482137939702034,32390213.79151025
0.031418280136552665,25266554.12021858,0.03453695570723023,32265922.399075944
0.03320933811244418,20437056.80327869,0.03472261578012032,32464857.40051978
0.03685539618867342,18202417.530054644,0.03455729445336597,31867427.320820097
0.03241324213033166,22481253.442622952,0.035128303902471666,30074148.146693617
0.03454383122709279,25111406.229508195,0.03419439922754661,30920391.175281547
0.032125963315449126,26996461.508196723,0.034552722202235826,31441582.738088362
0.03290407141782547,20419710.644808743,0.03444596487892146,32443638.820675716
0.031040690523760565,36844308.295081966,0.034470919872505834,30940223.627851576
0.036996171916605994,22331278.95081967,0.033466273543852246,32905169.183944557
0.03289717690296512,27231037.989071038,0.03452918886637609,32464903.42253826
0.03514624279134912,22702602.087431695,0.033496668555838605,31249152.776783135
0.033625892846962144,26739639.027322404,0.03356476961370152,31616176.790066417
0.03446838271911027,33906570.568306014,0.034039219365345756,30766781.375685822
0.03545154242323396,22203435.163934425,0.03363713642586062,31287884.98758302
0.03395266529640865,19812522.737704918,0.03326514517281171,30447380.736933295
0.03634368160057589,16884422.229508195,0.033652547878137117,30472045.412647992
0.031384938727311094,23640606.8852459,0.033358880406643074,30279785.31215709
0.032446107842394566,22648955.169398908,0.033560278814435525,30215935.41669073
0.031591980448348926,26972627.51912568,0.032780881471977115,30691632.16921744
0.03269697579204059,29154884.349726778,0.03298891285058394,30669123.659832515
0.031771285795286056,27543698.852459017,0.03285978634126641,30616065.949754547
0.03154517938204802,26694997.20218579,0.03295033238155844,30620652.122437194
0.031647048137389895,22837323.978142075,0.032652415562697545,31142686.333237078
0.037821640978094005,17436477.590163935,0.032622118884713155,30609610.421022236
0.030871450310684945,24171761.278688524,0.032832437876096666,29033394.967369333
0.03267195155141783,28324874.775956284,0.03231222468766903,30379541.74530754
0.03326724007562861,24821899.398907103,0.032584406409671876,30346389.59168351
0.032238631422728134,34640033.56284153,0.03254699488333151,29917438.572336126
0.031408136476421614,33048960.415300548,0.03231673324956668,29852839.11947733
0.03811426277531952,16127328.393442623,0.03183364708900641,31303905.81230147
0.030530079904068363,31355430.535519127,0.03236536065467754,29236752.20358071
0.03153660801834748,26266744.295081966,0.031552067538010674,29923556.572155647
